401,92,432,92,17,10
153,408,157,380,4,7
285,340,286,333,6,7
188,518,216,518,10,10
405,256,414,276,7,5
451,235,457,256,13,13
156,433,167,447,28,1
104,535,123,528,24,19
79,552,65,552,4,3
358,273,370,285,7,4
180,358,190,358,13,20
386,42,380,42,7,4
472,192,479,182,8,10
182,377,174,396,20,24
276,486,298,464,4,2
201,181,226,185,22,19
10,312,18,321,10,16
181,326,193,340,13,14
450,531,429,535,7,4
240,136,252,120,22,24
447,361,465,352,17,16
180,282,177,303,13,12
423,362,433,364,22,20
192,12,183,8,6,6
327,495,317,520,4,3
257,319,253,321,6,11
446,218,432,226,14,11
190,346,191,330,25,21
453,445,451,461,11,8
240,220,188,206,6,19
296,64,298,60,25,28
169,465,163,478,5,3
410,112,435,110,9,17
232,166,208,165,15,19
445,39,439,22,7,4
153,134,132,142,11,10
382,26,396,46,10,6
47,74,62,64,5,3
132,516,138,509,31,27
48,276,60,256,14,12
183,265,199,269,25,21
475,413,480,415,5,7
178,205,179,213,2,8
306,23,315,12,28,29
237,85,245,86,14,12
480,148,475,177,15,14
474,313,481,316,11,11
341,239,352,226,12,8
425,551,447,548,6,4
432,320,423,326,21,17
161,493,171,514,4,5
214,191,215,203,25,23
327,249,335,237,8,6
280,285,265,301,11,11
287,79,289,89,30,23
436,287,442,294,14,16
433,398,435,419,7,7
401,239,414,221,7,9
37,416,26,418,5,8
188,150,200,128,10,9
298,268,302,270,13,9
308,64,319,50,33,36
339,359,335,363,5,6
122,347,96,351,7,5
213,226,224,227,7,3
399,359,403,371,7,7
256,54,252,50,7,4
363,408,363,411,10,7
385,162,392,180,6,6
118,547,105,552,20,21
200,273,189,249,26,28
175,236,203,237,20,8
169,47,184,24,9,7
134,70,122,60,7,8
250,503,269,492,10,9
356,192,375,183,7,8
165,419,155,434,24,24
315,73,322,87,9,7
142,140,130,147,2,3
146,492,151,467,16,14
78,47,80,26,7,5
395,60,391,75,6,15
148,375,147,369,2,5
172,510,163,502,11,8
289,14,281,14,5,3
77,275,81,272,6,6
164,284,167,270,5,7
359,140,344,122,14,9
