76,197,61,192,17,21
109,387,113,397,12,12
462,224,442,247,31,35
327,105,332,101,18,22
236,44,210,69,17,17
243,33,243,25,36,31
421,245,421,235,26,29
9,186,18,220,25,20
226,11,243,25,30,31
399,466,393,444,14,13
564,388,561,372,26,27
207,133,203,133,20,16
44,257,52,258,23,23
232,240,238,257,22,19
389,205,396,180,31,26
179,11,192,35,15,16
236,44,267,47,17,22
389,335,404,342,20,22
91,408,113,397,10,12
36,182,61,192,19,21
45,195,57,181,20,23
91,408,98,412,10,8
366,328,357,324,23,18
110,89,106,91,25,18
380,241,369,240,19,27
366,328,382,355,23,19
288,178,313,204,18,23
74,28,58,18,18,15
385,457,393,444,15,13
371,137,357,118,28,17
196,385,186,363,18,19
111,292,126,308,19,18
576,327,568,322,13,13
384,134,379,150,14,28
351,309,357,324,22,18
74,28,83,30,18,21
435,225,442,247,31,35
270,66,285,61,31,25
36,182,57,181,19,23
343,197,350,201,25,20
389,335,382,355,20,19
45,195,61,192,20,21
506,359,511,365,22,18
200,210,189,185,18,17
270,66,274,39,31,26
582,398,603,405,17,12
409,283,404,280,26,16
243,33,267,47,36,22
161,437,166,439,19,15
147,200,151,200,18,15
371,137,379,150,28,28
83,208,86,199,28,27
118,115,106,91,21,18
236,44,243,25,17,31
443,326,440,317,22,25
454,293,485,303,20,24
222,94,210,69,17,17
221,427,214,430,22,18
96,52,87,53,22,19
608,483,603,471,15,16
7,211,18,220,17,20
18,486,15,486,15,11
150,339,144,344,20,20
208,307,201,315,20,20
479,336,485,303,24,24
301,343,290,332,18,20
257,113,241,112,20,17
45,195,68,185,20,20
243,33,258,45,36,28
157,481,163,478,15,11
222,94,241,112,17,17
270,66,267,47,31,22
280,424,275,423,20,16
384,134,357,118,14,17
36,182,68,185,19,20
293,38,285,61,19,25
435,225,421,235,31,29
315,207,313,204,19,23
293,38,283,17,19,19
76,197,86,199,17,27
293,38,267,47,19,22
7,211,14,224,17,19
431,196,421,179,14,11
421,245,442,247,26,35
302,14,283,17,18,19
399,466,410,481,14,18
287,120,302,145,22,22
71,319,60,316,20,21
320,485,312,488,17,17
288,178,302,145,18,22
76,197,68,185,17,20
389,205,390,201,31,28
315,207,318,212,19,25
462,224,476,235,31,25
306,366,306,385,12,15
411,436,393,444,18,13
293,38,274,39,19,26
9,186,14,224,25,19
167,263,160,237,13,14
391,187,390,201,24,28
454,293,466,301,20,20
236,44,258,45,17,28
411,436,412,428,18,16
463,386,459,422,26,17
327,105,357,118,18,17
468,466,470,453,8,11
391,187,396,180,24,26
